date,type,amount,category
2021-12-28,expense,198.04,Shopping
2021-12-30,income,2595.46,Salary
2021-12-30,expense,141.45,Dining Out
2021-12-30,expense,117.86,Dining Out
2021-12-30,expense,68.54,Dining Out
2021-12-31,expense,102.77,Dining Out
2022-01-01,expense,112.82,Dining Out
2022-01-01,expense,131.46,Groceries
2022-01-01,expense,67.96,Subscriptions
2022-01-01,expense,1745.25,Housing
2022-01-01,expense,234.66,Utilities
2022-01-01,expense,214.7,Insurance
2022-01-02,income,646.85,Side Business
2022-01-03,expense,132.23,Healthcare
2022-01-04,expense,40.52,Personal Care
2022-01-05,expense,154.47,Shopping
2022-01-05,expense,4.22,Gifts
2022-01-05,income,1277.33,Rental Income
2022-01-06,expense,14.76,Education
2022-01-06,expense,46.41,Entertainment
2022-01-07,income,507.74,Side Business
2022-01-07,expense,91.36,Transportation
2022-01-08,expense,130.79,Groceries
2022-01-09,expense,242.28,Shopping
2022-01-10,income,397.58,Investments
2022-01-12,expense,54.0,Entertainment
2022-01-13,expense,78.13,Dining Out
2022-01-14,expense,4.36,Gifts
2022-01-14,income,899.92,Freelance
2022-01-15,income,2595.46,Salary
2022-01-15,expense,119.78,Groceries
2022-01-16,expense,69.8,Entertainment
2022-01-17,expense,101.33,Entertainment
2022-01-19,expense,71.31,Dining Out
2022-01-19,expense,205.42,Shopping
2022-01-20,expense,43.06,Transportation
2022-01-20,expense,84.07,Entertainment
2022-01-21,expense,120.85,Dining Out
2022-01-22,expense,346.32,Education
2022-01-22,expense,130.84,Groceries
2022-01-23,expense,149.02,Dining Out
2022-01-24,expense,107.05,Dining Out
2022-01-24,expense,170.45,Shopping
2022-01-24,expense,79.03,Dining Out
2022-01-26,income,650.24,Side Business
2022-01-26,expense,116.98,Dining Out
2022-01-26,expense,160.81,Dining Out
2022-01-29,expense,131.59,Groceries
2022-01-30,expense,53.07,Gifts
2022-01-30,income,2595.46,Salary
2022-01-31,expense,133.16,Shopping
2022-02-01,expense,1718.92,Housing
2022-02-01,expense,233.24,Utilities
2022-02-01,expense,213.13,Insurance
2022-02-01,expense,65.3,Subscriptions
2022-02-01,expense,149.89,Dining Out
2022-02-01,expense,27.89,Gifts
2022-02-02,income,730.28,Side Business
2022-02-04,expense,40.83,Transportation
2022-02-04,expense,73.53,Healthcare
2022-02-04,income,973.46,Side Business
2022-02-05,income,1290.65,Rental Income
2022-02-05,expense,101.6,Groceries
2022-02-05,expense,79.87,Transportation
2022-02-06,expense,94.52,Transportation
2022-02-08,income,865.2,Side Business
2022-02-08,expense,111.09,Dining Out
2022-02-08,expense,131.14,Dining Out
2022-02-09,expense,85.82,Healthcare
2022-02-10,income,422.87,Investments
2022-02-12,expense,205.53,Shopping
2022-02-12,expense,142.7,Groceries
2022-02-14,income,548.88,Side Business
2022-02-15,income,2595.46,Salary
2022-02-15,expense,47.07,Gifts
2022-02-16,expense,92.13,Dining Out
2022-02-17,income,1136.69,Freelance
2022-02-19,expense,118.02,Groceries
2022-02-20,expense,16.25,Education
2022-02-23,expense,139.18,Education
2022-02-24,expense,79.89,Entertainment
2022-02-25,expense,67.8,Transportation
2022-02-26,expense,30.82,Personal Care
2022-02-26,expense,119.54,Dining Out
2022-02-26,expense,102.93,Groceries
2022-02-28,expense,116.23,Gifts
2022-03-01,expense,1660.51,Housing
2022-03-01,expense,236.63,Utilities
2022-03-01,expense,208.89,Insurance
2022-03-01,expense,70.95,Subscriptions
2022-03-01,expense,93.16,Entertainment
2022-03-02,expense,55.68,Transportation
2022-03-03,income,458.8,Side Business
2022-03-04,expense,145.92,Shopping
2022-03-04,expense,104.75,Education
2022-03-05,income,1370.28,Rental Income
2022-03-05,expense,113.43,Groceries
2022-03-05,expense,130.61,Shopping
2022-03-05,expense,237.56,Shopping
2022-03-06,income,793.22,Freelance
2022-03-07,income,942.79,Freelance
2022-03-07,expense,83.88,Transportation
2022-03-07,expense,45.43,Entertainment
2022-03-08,expense,43.61,Gifts
2022-03-10,expense,217.14,Shopping
2022-03-10,expense,50.28,Personal Care
2022-03-10,income,442.67,Investments
2022-03-10,income,544.34,Side Business
2022-03-10,expense,108.36,Dining Out
2022-03-12,income,1170.72,Freelance
2022-03-12,expense,122.95,Groceries
2022-03-12,expense,30.83,Personal Care
2022-03-13,expense,15.13,Personal Care
2022-03-15,expense,104.96,Transportation
2022-03-15,income,802.39,Side Business
2022-03-15,income,756.29,Bonus
2022-03-15,income,2758.3,Salary
2022-03-16,expense,62.56,Dining Out
2022-03-16,expense,121.02,Shopping
2022-03-17,expense,124.56,Dining Out
2022-03-17,expense,41.83,Transportation
2022-03-18,expense,97.62,Transportation
2022-03-19,expense,43.93,Transportation
2022-03-19,expense,143.05,Groceries
2022-03-21,expense,126.97,Dining Out
2022-03-22,expense,69.74,Dining Out
2022-03-22,expense,40.88,Transportation
2022-03-23,expense,236.4,Shopping
2022-03-24,expense,104.61,Dining Out
2022-03-25,income,1038.99,Freelance
2022-03-25,expense,91.7,Entertainment
2022-03-26,expense,117.72,Groceries
2022-03-27,expense,35.21,Entertainment
2022-03-28,expense,53.48,Transportation
2022-03-30,income,2758.3,Salary
2022-03-30,income,889.76,Side Business
2022-04-01,expense,187.36,Shopping
2022-04-01,expense,71.8,Subscriptions
2022-04-01,expense,1667.05,Housing
2022-04-01,expense,224.67,Utilities
2022-04-01,expense,201.98,Insurance
2022-04-02,expense,127.45,Groceries
2022-04-03,expense,43.44,Healthcare
2022-04-03,expense,50.25,Personal Care
2022-04-04,expense,224.9,Shopping
2022-04-05,income,1329.12,Rental Income
2022-04-07,expense,149.07,Dining Out
2022-04-07,income,1046.77,Freelance
2022-04-08,expense,146.92,Dining Out
2022-04-08,expense,38.8,Transportation
2022-04-09,expense,150.23,Groceries
2022-04-09,expense,80.93,Entertainment
2022-04-10,income,423.51,Investments
2022-04-10,expense,107.04,Healthcare
2022-04-11,income,826.85,Freelance
2022-04-12,expense,68.62,Transportation
2022-04-12,expense,136.4,Dining Out
2022-04-13,income,843.7,Freelance
2022-04-15,income,2758.3,Salary
2022-04-15,expense,48.18,Personal Care
2022-04-15,expense,84.88,Entertainment
2022-04-16,income,445.44,Side Business
2022-04-16,expense,130.85,Groceries
2022-04-17,expense,113.21,Dining Out
2022-04-17,expense,41.96,Transportation
2022-04-18,income,821.55,Side Business
2022-04-19,expense,64.58,Transportation
2022-04-22,expense,117.67,Gifts
2022-04-22,income,1019.24,Freelance
2022-04-23,expense,110.58,Groceries
2022-04-23,income,674.17,Side Business
2022-04-25,income,949.1,Side Business
2022-04-26,expense,88.55,Dining Out
2022-04-26,expense,92.28,Dining Out
2022-04-27,expense,76.94,Entertainment
2022-04-27,expense,96.66,Dining Out
2022-04-28,expense,113.38,Dining Out
2022-04-29,income,632.29,Side Business
2022-04-29,expense,84.19,Entertainment
2022-04-30,expense,67.8,Entertainment
2022-04-30,expense,49.69,Entertainment
2022-04-30,expense,117.86,Groceries
2022-04-30,income,957.49,Freelance
2022-04-30,income,2758.3,Salary
2022-04-30,income,767.58,Side Business
2022-05-01,expense,1766.48,Housing
2022-05-01,expense,223.69,Utilities
2022-05-01,expense,215.93,Insurance
2022-05-01,expense,65.83,Subscriptions
2022-05-03,income,948.58,Freelance
2022-05-03,expense,76.11,Transportation
2022-05-04,expense,70.42,Gifts
2022-05-05,income,1298.73,Rental Income
2022-05-05,expense,108.21,Entertainment
2022-05-07,expense,112.59,Groceries
2022-05-07,expense,18.65,Education
2022-05-08,income,967.42,Side Business
2022-05-09,expense,160.48,Dining Out
2022-05-10,income,417.67,Investments
2022-05-10,expense,100.71,Dining Out
2022-05-12,expense,136.17,Healthcare
2022-05-13,expense,98.9,Gifts
2022-05-13,income,698.32,Freelance
2022-05-14,expense,131.5,Groceries
2022-05-14,expense,35.91,Personal Care
2022-05-15,income,2758.3,Salary
2022-05-15,income,443.89,Side Business
2022-05-15,expense,153.56,Dining Out
2022-05-15,expense,100.47,Transportation
2022-05-20,expense,37.4,Personal Care
2022-05-21,expense,133.69,Groceries
2022-05-22,income,641.03,Side Business
2022-05-23,expense,62.84,Entertainment
2022-05-24,expense,111.2,Dining Out
2022-05-26,expense,47.24,Transportation
2022-05-27,expense,86.32,Dining Out
2022-05-28,expense,151.02,Groceries
2022-05-28,expense,151.02,Dining Out
2022-05-28,expense,97.4,Entertainment
2022-05-29,income,1042.79,Freelance
2022-05-29,expense,108.73,Entertainment
2022-05-30,income,2758.3,Salary
2022-05-30,expense,44.82,Personal Care
2022-05-31,expense,99.64,Healthcare
2022-05-31,expense,129.65,Dining Out
2022-06-01,expense,1628.93,Housing
2022-06-01,expense,232.98,Utilities
2022-06-01,expense,207.71,Insurance
2022-06-01,expense,68.45,Subscriptions
2022-06-01,expense,70.37,Dining Out
2022-06-02,expense,50.08,Entertainment
2022-06-04,expense,155.93,Groceries
2022-06-04,expense,109.57,Healthcare
2022-06-05,expense,21.83,Entertainment
2022-06-05,expense,98.49,Transportation
2022-06-05,income,1353.46,Rental Income
2022-06-06,income,1135.67,Freelance
2022-06-06,expense,130.33,Healthcare
2022-06-07,expense,17.56,Gifts
2022-06-08,income,693.68,Freelance
2022-06-08,income,449.24,Side Business
2022-06-08,expense,58.01,Entertainment
2022-06-09,expense,19.81,Personal Care
2022-06-10,income,448.51,Investments
2022-06-11,expense,151.18,Groceries
2022-06-12,expense,90.1,Dining Out
2022-06-13,expense,56.93,Dining Out
2022-06-14,income,739.91,Freelance
2022-06-14,expense,83.89,Dining Out
2022-06-14,expense,37.13,Transportation
2022-06-15,income,2758.3,Salary
2022-06-16,income,988.99,Freelance
2022-06-17,expense,50.58,Entertainment
2022-06-17,expense,96.82,Transportation
2022-06-18,expense,149.91,Groceries
2022-06-19,expense,78.78,Transportation
2022-06-19,income,1020.01,Freelance
2022-06-19,expense,122.68,Dining Out
2022-06-21,expense,47.39,Entertainment
2022-06-21,expense,101.13,Entertainment
2022-06-22,income,917.84,Freelance
2022-06-22,expense,200.52,Shopping
2022-06-23,income,718.92,Freelance
2022-06-23,income,688.53,Side Business
2022-06-23,expense,24.58,Entertainment
2022-06-24,expense,138.19,Dining Out
2022-06-25,expense,147.46,Groceries
2022-06-25,income,669.53,Freelance
2022-06-26,expense,16.67,Education
2022-06-26,expense,28.01,Personal Care
2022-06-27,expense,136.25,Healthcare
2022-06-27,expense,142.73,Dining Out
2022-06-28,expense,97.57,Shopping
2022-06-28,expense,41.53,Transportation
2022-06-29,expense,70.38,Dining Out
2022-06-29,expense,64.72,Gifts
2022-06-30,income,2758.3,Salary
2022-07-01,expense,1748.5,Housing
2022-07-01,expense,226.39,Utilities
2022-07-01,expense,202.25,Insurance
2022-07-01,expense,67.49,Subscriptions
2022-07-01,expense,61.45,Transportation
2022-07-02,income,622.69,Side Business
2022-07-02,expense,131.38,Groceries
2022-07-02,expense,130.32,Dining Out
2022-07-03,expense,28.39,Entertainment
2022-07-03,expense,56.14,Entertainment
2022-07-04,income,471.72,Side Business
2022-07-05,income,1316.72,Rental Income
2022-07-05,expense,100.25,Entertainment
2022-07-06,expense,75.51,Healthcare
2022-07-09,expense,117.97,Groceries
2022-07-09,expense,30.48,Education
2022-07-10,income,445.63,Investments
2022-07-10,expense,80.71,Healthcare
2022-07-12,expense,72.38,Education
2022-07-12,expense,118.77,Dining Out
2022-07-13,expense,101.09,Dining Out
2022-07-13,expense,46.24,Education
2022-07-15,income,2758.3,Salary
2022-07-15,income,983.98,Side Business
2022-07-16,expense,144.84,Groceries
2022-07-18,expense,35.75,Entertainment
2022-07-18,expense,23.19,Education
2022-07-21,expense,61.55,Transportation
2022-07-21,expense,97.83,Dining Out
2022-07-23,expense,87.84,Transportation
2022-07-23,expense,127.22,Groceries
2022-07-23,income,824.65,Freelance
2022-07-26,expense,74.16,Dining Out
2022-07-28,expense,43.3,Transportation
2022-07-29,expense,7.26,Education
2022-07-30,income,2758.3,Salary
2022-07-30,income,1027.89,Freelance
2022-07-30,expense,118.02,Groceries
2022-07-30,expense,89.72,Transportation
2022-07-31,expense,50.47,Entertainment
2022-07-31,expense,34.5,Personal Care
2022-07-31,income,732.18,Freelance
2022-08-01,income,1189.87,Freelance
2022-08-01,expense,1632.85,Housing
2022-08-01,expense,237.67,Utilities
2022-08-01,expense,219.41,Insurance
2022-08-01,expense,71.91,Subscriptions
2022-08-01,expense,91.36,Entertainment
2022-08-02,income,833.83,Freelance
2022-08-03,expense,96.16,Dining Out
2022-08-04,expense,123.87,Shopping
2022-08-05,income,1332.09,Rental Income
2022-08-05,expense,73.39,Entertainment
2022-08-06,expense,162.14,Groceries
2022-08-06,expense,185.94,Shopping
2022-08-07,expense,55.9,Healthcare
2022-08-08,expense,31.97,Personal Care
2022-08-10,income,396.52,Investments
2022-08-12,expense,56.1,Entertainment
2022-08-13,expense,138.22,Groceries
2022-08-14,expense,22.17,Entertainment
2022-08-14,income,499.64,Side Business
2022-08-15,expense,192.85,Shopping
2022-08-15,expense,100.25,Entertainment
2022-08-15,income,2758.3,Salary
2022-08-16,income,1185.53,Freelance
2022-08-16,expense,174.87,Healthcare
2022-08-17,expense,97.08,Dining Out
2022-08-17,expense,111.61,Dining Out
2022-08-18,income,955.47,Freelance
2022-08-18,expense,43.44,Personal Care
2022-08-20,expense,122.06,Groceries
2022-08-20,expense,215.8,Healthcare
2022-08-22,income,873.95,Freelance
2022-08-23,income,845.03,Side Business
2022-08-23,expense,47.44,Personal Care
2022-08-24,expense,77.92,Entertainment
2022-08-25,expense,149.05,Dining Out
2022-08-27,expense,144.45,Groceries
2022-08-27,expense,83.9,Transportation
2022-08-27,expense,45.93,Entertainment
2022-08-28,expense,164.7,Healthcare
2022-08-28,expense,53.91,Transportation
2022-08-29,expense,99.65,Entertainment
2022-08-30,income,2758.3,Salary
2022-08-30,expense,78.47,Transportation
2022-08-31,income,537.03,Side Business
2022-09-01,expense,1670.43,Housing
2022-09-01,expense,228.97,Utilities
2022-09-01,expense,207.75,Insurance
2022-09-01,expense,71.66,Subscriptions
2022-09-01,expense,100.25,Transportation
2022-09-02,expense,467.69,Healthcare
2022-09-02,expense,108.97,Dining Out
2022-09-03,expense,114.78,Groceries
2022-09-03,expense,67.35,Transportation
2022-09-04,income,775.75,Freelance
2022-09-05,income,1301.25,Rental Income
2022-09-05,expense,194.2,Shopping
2022-09-05,expense,61.93,Entertainment
2022-09-06,expense,69.81,Dining Out
2022-09-07,expense,108.55,Entertainment
2022-09-07,income,901.88,Freelance
2022-09-07,expense,30.19,Personal Care
2022-09-08,expense,43.15,Entertainment
2022-09-08,income,993.19,Side Business
2022-09-10,income,1119.62,Freelance
2022-09-10,income,421.73,Investments
2022-09-10,expense,142.95,Groceries
2022-09-11,income,1088.14,Freelance
2022-09-11,income,1014.41,Side Business
2022-09-11,expense,156.72,Dining Out
2022-09-12,expense,37.66,Transportation
2022-09-14,expense,17.79,Education
2022-09-15,expense,243.39,Shopping
2022-09-15,income,2758.3,Salary
2022-09-16,income,749.34,Freelance
2022-09-17,expense,159.84,Groceries
2022-09-17,expense,91.78,Entertainment
2022-09-17,expense,146.09,Healthcare
2022-09-18,expense,97.52,Gifts
2022-09-19,expense,121.14,Shopping
2022-09-20,expense,16.08,Personal Care
2022-09-22,expense,39.79,Personal Care
2022-09-22,income,918.49,Side Business
2022-09-22,expense,103.64,Transportation
2022-09-23,expense,95.75,Healthcare
2022-09-24,income,663.91,Freelance
2022-09-24,expense,148.56,Groceries
2022-09-24,expense,86.35,Transportation
2022-09-24,expense,124.55,Dining Out
2022-09-27,expense,36.8,Personal Care
2022-09-28,expense,232.47,Shopping
2022-09-30,income,2758.3,Salary
2022-09-30,expense,114.29,Shopping
2022-10-01,expense,132.96,Groceries
2022-10-01,expense,68.78,Subscriptions
2022-10-01,expense,228.7,Utilities
2022-10-01,expense,1715.49,Housing
2022-10-01,expense,204.66,Insurance
2022-10-05,income,748.01,Freelance
2022-10-05,income,1281.39,Rental Income
2022-10-06,expense,238.89,Shopping
2022-10-06,expense,24.55,Gifts
2022-10-07,income,883.17,Freelance
2022-10-07,expense,118.89,Dining Out
2022-10-08,expense,125.63,Groceries
2022-10-09,expense,142.17,Dining Out
2022-10-09,expense,52.08,Shopping
2022-10-09,income,710.12,Freelance
2022-10-10,income,730.82,Freelance
2022-10-10,income,401.24,Investments
2022-10-13,income,932.05,Side Business
2022-10-13,expense,64.72,Dining Out
2022-10-14,income,670.46,Side Business
2022-10-14,expense,92.12,Healthcare
2022-10-15,income,2758.3,Salary
2022-10-15,expense,123.58,Groceries
2022-10-15,expense,41.56,Education
2022-10-17,income,1111.59,Freelance
2022-10-18,expense,231.55,Shopping
2022-10-21,expense,79.2,Entertainment
2022-10-21,expense,88.07,Transportation
2022-10-22,expense,116.8,Groceries
2022-10-22,expense,60.08,Entertainment
2022-10-23,income,1063.12,Freelance
2022-10-23,expense,65.27,Transportation
2022-10-24,income,484.89,Side Business
2022-10-24,expense,117.21,Education
2022-10-25,expense,198.85,Healthcare
2022-10-25,income,959.87,Freelance
2022-10-25,income,738.9,Side Business
2022-10-27,expense,118.44,Gifts
2022-10-27,expense,103.47,Transportation
2022-10-28,expense,12.6,Personal Care
2022-10-29,expense,150.04,Groceries
2022-10-30,income,2758.3,Salary
2022-10-31,expense,53.72,Healthcare
2022-11-01,expense,238.13,Utilities
2022-11-01,expense,66.83,Subscriptions
2022-11-01,expense,208.29,Insurance
2022-11-01,expense,1724.37,Housing
2022-11-01,income,864.56,Freelance
2022-11-02,expense,109.83,Dining Out
2022-11-03,expense,86.8,Entertainment
2022-11-04,expense,31.66,Entertainment
2022-11-04,expense,94.98,Shopping
2022-11-05,expense,154.16,Groceries
2022-11-05,expense,74.43,Entertainment
2022-11-05,income,1283.06,Rental Income
2022-11-06,expense,78.01,Gifts
2022-11-06,expense,84.39,Entertainment
2022-11-06,expense,26.06,Entertainment
2022-11-09,expense,188.53,Shopping
2022-11-10,income,464.71,Investments
2022-11-10,expense,132.21,Gifts
2022-11-11,expense,12.75,Personal Care
2022-11-12,expense,133.66,Groceries
2022-11-12,expense,141.91,Shopping
2022-11-12,expense,133.72,Shopping
2022-11-13,income,645.63,Freelance
2022-11-13,expense,13.92,Gifts
2022-11-14,expense,99.62,Education
2022-11-14,expense,94.71,Education
2022-11-14,income,1076.52,Freelance
2022-11-14,expense,59.47,Dining Out
2022-11-15,income,2758.3,Salary
2022-11-15,expense,40.19,Healthcare
2022-11-15,expense,84.84,Entertainment
2022-11-15,expense,80.36,Dining Out
2022-11-16,expense,67.77,Education
2022-11-17,expense,254.66,Shopping
2022-11-17,expense,139.24,Shopping
2022-11-18,expense,57.86,Entertainment
2022-11-19,income,589.42,Side Business
2022-11-19,expense,158.19,Groceries
2022-11-19,expense,72.36,Entertainment
2022-11-20,expense,74.45,Dining Out
2022-11-22,income,1147.2,Freelance
2022-11-22,income,592.93,Side Business
2022-11-23,expense,52.83,Gifts
2022-11-24,expense,53.21,Transportation
2022-11-26,expense,168.6,Groceries
2022-11-27,expense,222.7,Shopping
2022-11-28,expense,97.15,Transportation
2022-11-28,income,810.94,Side Business
2022-11-28,expense,58.53,Gifts
2022-11-29,expense,220.93,Shopping
2022-11-29,expense,127.55,Shopping
2022-11-30,income,2758.3,Salary
2022-11-30,expense,87.35,Dining Out
2022-11-30,expense,63.94,Entertainment
2022-12-01,expense,106.68,Dining Out
2022-12-01,expense,267.66,Shopping
2022-12-01,expense,66.16,Subscriptions
2022-12-01,expense,1702.28,Housing
2022-12-01,expense,240.31,Utilities
2022-12-01,income,1067.62,Freelance
2022-12-01,expense,206.62,Insurance
2022-12-02,income,898.49,Side Business
2022-12-02,expense,119.26,Dining Out
2022-12-02,expense,59.27,Gifts
2022-12-03,income,769.03,Side Business
2022-12-03,expense,191.8,Groceries
2022-12-04,expense,40.6,Transportation
2022-12-04,expense,42.35,Entertainment
2022-12-05,income,1341.93,Rental Income
2022-12-05,expense,50.12,Shopping
2022-12-06,income,803.29,Freelance
2022-12-06,expense,117.01,Dining Out
2022-12-10,income,421.91,Investments
2022-12-10,expense,136.5,Groceries
2022-12-11,expense,266.62,Shopping
2022-12-12,income,681.55,Side Business
2022-12-13,expense,202.8,Healthcare
2022-12-13,expense,44.33,Entertainment
2022-12-13,expense,40.09,Transportation
2022-12-13,income,824.73,Freelance
2022-12-15,income,2758.3,Salary
2022-12-15,income,947.32,Freelance
2022-12-15,expense,90.32,Dining Out
2022-12-16,income,680.4,Freelance
2022-12-16,expense,228.59,Shopping
2022-12-17,expense,168.66,Groceries
2022-12-17,expense,54.91,Education
2022-12-18,income,767.05,Freelance
2022-12-19,expense,34.06,Personal Care
2022-12-21,expense,79.01,Dining Out
2022-12-22,expense,136.09,Gifts
2022-12-23,expense,91.53,Shopping
2022-12-23,expense,207.35,Shopping
2022-12-24,expense,165.2,Groceries
2022-12-24,expense,271.57,Shopping
2022-12-25,expense,46.77,Healthcare
2022-12-25,expense,99.17,Dining Out
2022-12-26,expense,100.59,Entertainment
2022-12-27,expense,49.71,Transportation
2022-12-27,income,675.58,Freelance
2022-12-29,expense,99.31,Entertainment
2022-12-30,income,2758.3,Salary
2022-12-30,income,1158.25,Freelance
2022-12-30,expense,108.63,Transportation
2022-12-31,expense,169.16,Groceries
2022-12-31,expense,247.43,Shopping
2022-12-31,expense,23.42,Gifts
2023-01-01,expense,91.57,Transportation
2023-01-01,expense,71.18,Subscriptions
2023-01-01,expense,223.42,Insurance
2023-01-01,expense,231.89,Utilities
2023-01-01,expense,1768.19,Housing
2023-01-02,expense,39.52,Transportation
2023-01-02,expense,27.68,Entertainment
2023-01-03,expense,73.05,Dining Out
2023-01-04,expense,177.15,Shopping
2023-01-05,income,1410.43,Rental Income
2023-01-05,expense,140.83,Dining Out
2023-01-06,expense,85.3,Shopping
2023-01-07,expense,88.34,Dining Out
2023-01-07,expense,103.55,Groceries
2023-01-07,expense,94.27,Transportation
2023-01-09,income,957.08,Side Business
2023-01-09,expense,122.97,Shopping
2023-01-10,income,851.8,Freelance
2023-01-10,income,431.22,Investments
2023-01-10,expense,73.05,Transportation
2023-01-12,expense,120.33,Healthcare
2023-01-12,expense,94.12,Entertainment
2023-01-12,income,907.43,Freelance
2023-01-12,expense,90.07,Transportation
2023-01-14,income,823.7,Freelance
2023-01-14,expense,121.39,Groceries
2023-01-14,expense,57.99,Healthcare
2023-01-15,income,2758.3,Salary
2023-01-16,expense,36.02,Personal Care
2023-01-17,expense,102.06,Transportation
2023-01-17,expense,94.63,Entertainment
2023-01-18,expense,42.82,Transportation
2023-01-19,expense,75.67,Entertainment
2023-01-20,expense,114.56,Shopping
2023-01-21,expense,120.14,Groceries
2023-01-22,expense,120.87,Gifts
2023-01-22,income,1227.28,Freelance
2023-01-23,expense,57.64,Healthcare
2023-01-25,expense,13.25,Personal Care
2023-01-26,income,839.4,Freelance
2023-01-28,expense,131.65,Groceries
2023-01-28,expense,65.97,Healthcare
2023-01-29,expense,78.38,Transportation
2023-01-29,expense,81.34,Dining Out
2023-01-30,income,2758.3,Salary
2023-01-30,expense,44.61,Entertainment
2023-02-01,expense,100.08,Transportation
2023-02-01,expense,69.86,Subscriptions
2023-02-01,expense,222.81,Insurance
2023-02-01,expense,231.04,Utilities
2023-02-01,expense,1671.69,Housing
2023-02-02,income,1056.74,Freelance
2023-02-02,expense,76.29,Shopping
2023-02-03,expense,38.77,Shopping
2023-02-04,income,1154.64,Freelance
2023-02-04,expense,121.11,Groceries
2023-02-05,income,1326.91,Rental Income
2023-02-06,expense,57.69,Transportation
2023-02-06,expense,65.95,Dining Out
2023-02-07,expense,125.2,Dining Out
2023-02-08,expense,55.99,Entertainment
2023-02-08,expense,69.52,Transportation
2023-02-09,expense,254.18,Shopping
2023-02-10,income,420.9,Investments
2023-02-10,income,556.58,Side Business
2023-02-10,expense,163.61,Dining Out
2023-02-10,expense,94.23,Entertainment
2023-02-11,expense,148.73,Groceries
2023-02-11,expense,37.18,Entertainment
2023-02-13,expense,136.03,Dining Out
2023-02-13,expense,65.9,Transportation
2023-02-14,income,1229.07,Freelance
2023-02-14,expense,88.95,Entertainment
2023-02-15,income,2758.3,Salary
2023-02-15,expense,90.1,Transportation
2023-02-16,expense,32.43,Gifts
2023-02-16,expense,64.5,Entertainment
2023-02-17,expense,72.59,Dining Out
2023-02-18,expense,138.28,Groceries
2023-02-18,expense,34.32,Entertainment
2023-02-20,expense,137.99,Dining Out
2023-02-20,income,1013.58,Side Business
2023-02-21,expense,161.75,Dining Out
2023-02-22,income,1039.81,Freelance
2023-02-22,expense,34.78,Personal Care
2023-02-23,income,733.48,Freelance
2023-02-23,expense,186.78,Shopping
2023-02-25,expense,135.03,Groceries
2023-02-25,income,1004.64,Freelance
2023-02-25,income,852.84,Side Business
2023-02-25,expense,61.5,Dining Out
2023-02-26,expense,101.57,Transportation
2023-02-27,income,1004.17,Freelance
2023-03-01,expense,1821.57,Housing
2023-03-01,expense,243.13,Utilities
2023-03-01,expense,223.51,Insurance
2023-03-01,expense,70.12,Subscriptions
2023-03-02,expense,41.43,Gifts
2023-03-03,expense,81.26,Dining Out
2023-03-04,expense,273.44,Shopping
2023-03-04,expense,128.7,Groceries
2023-03-04,expense,213.24,Shopping
2023-03-05,income,1290.12,Rental Income
2023-03-06,income,833.38,Side Business
2023-03-06,expense,44.43,Transportation
2023-03-06,expense,126.2,Gifts
2023-03-07,expense,40.74,Transportation
2023-03-08,expense,146.62,Dining Out
2023-03-08,expense,132.03,Dining Out
2023-03-09,expense,143.02,Dining Out
2023-03-10,expense,79.56,Dining Out
2023-03-10,expense,92.23,Dining Out
2023-03-10,income,479.46,Investments
2023-03-11,expense,118.24,Groceries
2023-03-12,expense,104.89,Transportation
2023-03-13,expense,45.3,Transportation
2023-03-13,expense,15.5,Personal Care
2023-03-14,expense,93.13,Transportation
2023-03-14,expense,65.05,Transportation
2023-03-14,expense,121.6,Dining Out
2023-03-15,income,2950.15,Salary
2023-03-15,income,837.49,Freelance
2023-03-15,income,901.27,Bonus
2023-03-17,expense,77.62,Transportation
2023-03-18,expense,153.63,Groceries
2023-03-21,expense,75.24,Healthcare
2023-03-22,expense,63.1,Transportation
2023-03-23,expense,30.16,Personal Care
2023-03-25,expense,131.33,Groceries
2023-03-25,expense,86.76,Transportation
2023-03-26,expense,138.84,Shopping
2023-03-28,income,1203.23,Freelance
2023-03-29,expense,105.1,Transportation
2023-03-29,expense,118.5,Shopping
2023-03-30,expense,269.63,Shopping
2023-03-30,expense,91.6,Dining Out
2023-03-30,income,1232.55,Freelance
2023-03-30,income,2950.15,Salary
2023-03-31,income,1172.4,Freelance
2023-04-01,expense,1656.93,Housing
2023-04-01,expense,248.17,Utilities
2023-04-01,expense,217.25,Insurance
2023-04-01,expense,67.87,Subscriptions
2023-04-01,expense,164.83,Groceries
2023-04-01,expense,24.09,Entertainment
2023-04-02,expense,207.13,Shopping
2023-04-02,expense,159.69,Dining Out
2023-04-05,income,1281.0,Rental Income
2023-04-05,expense,112.82,Shopping
2023-04-05,expense,92.59,Dining Out
2023-04-06,expense,122.18,Dining Out
2023-04-06,expense,24.27,Personal Care
2023-04-07,expense,96.12,Dining Out
2023-04-07,expense,115.17,Dining Out
2023-04-08,expense,139.75,Groceries
2023-04-09,income,1052.71,Side Business
2023-04-10,income,504.5,Investments
2023-04-11,expense,175.5,Shopping
2023-04-13,expense,38.76,Personal Care
2023-04-14,expense,76.71,Entertainment
2023-04-14,expense,275.87,Shopping
2023-04-15,income,2950.15,Salary
2023-04-15,expense,121.69,Groceries
2023-04-15,expense,131.26,Shopping
2023-04-16,expense,211.31,Shopping
2023-04-17,income,896.27,Freelance
2023-04-19,expense,44.52,Gifts
2023-04-19,income,553.99,Side Business
2023-04-20,expense,69.24,Transportation
